RNA1 chromosome	Start of RNA1 first read	Start of RNA1 last read	RNA1 strand	RNA2 chromosome	Start of RNA2 last read	Start of RNA2 first read	RNA2 strand	interactions	other interactions of RNA1	other interactions of RNA2	total other interactions	odds ratio	Fisher's exact test p-value
NC_000913.3	3350618	3350648	+	NC_000913.3	3964737	3964798	-	18	72660	55	4979855	22.430095338187822	3.195781974018719e-10
NC_000913.3	3350576	3350653	+	NC_000913.3	922402	922446	-	19	74151	75	4978343	17.00826997163446	3.2888735462080034e-09
NC_000913.3	3350641	3350643	+	NC_000913.3	1948054	1948095	-	18	72660	56	4979854	22.02955349769966	4.1655888240505015e-10
NC_000913.3	3350641	3350656	+	NC_000913.3	2187106	2187175	+	18	72660	29	4979881	42.54005808821436	3.790602548139247e-14
NC_000913.3	3429014	3429188	-	NC_000913.3	4106379	4106387	+	30	561	56721	4995276	4.709491349297957	0.0003221439008059663
NC_000913.3	3448602	3448672	-	NC_000913.3	4218880	4218964	+	22	472	28280	5023814	8.280085644763023	1.3804573499766999e-06
NC_000913.3	3450216	3450698	-	NC_000913.3	3451501	3452000	-	196	8103	3831	5040458	31.82497570354384	3.73411740711535e-204
NC_000913.3	3452940	3453354	-	NC_000913.3	2174003	2174069	-	31	27331	357	5024869	15.964771229189784	9.462789242782409e-19
NC_000913.3	3453020	3453300	-	NC_000913.3	2755408	2755440	+	23	17367	710	5034488	9.390743818006792	2.6997489407975885e-08
NC_000913.3	3553023	3553055	+	NC_000913.3	4056426	4056558	-	25	785	20537	5031241	7.802045337466105	3.2365497247110607e-07
NC_000913.3	3554448	3554894	+	NC_000913.3	3553301	3553792	+	79	783	918	5050808	555.1156965695318	3.0342915512397154e-174
NC_000913.3	3639743	3639846	-	NC_000913.3	3350678	3350697	+	21	34	291995	4760538	10.06980357238188	2.1828946384466364e-05
NC_000913.3	3682953	3683385	-	NC_000913.3	3664902	3664970	+	30	1879	3675	5047004	21.926574056977767	3.0505090937204457e-22
NC_000913.3	3708203	3708263	+	NC_000913.3	2942835	2942901	+	19	18	392191	4660360	12.543043794704337	6.456337915265636e-05
NC_000913.3	3720010	3720383	+	NC_000913.3	2976102	2976340	-	42	1748	31074	5019724	3.881419108943308	1.2547997088627662e-05
NC_000913.3	3792101	3792578	-	NC_000913.3	3790519	3790998	-	142	2296	1008	5049142	309.79436459543166	1.1483208314494797e-281
NC_000913.3	3793545	3793589	-	NC_000913.3	1405658	1405694	-	18	66	83421	4969083	16.245363332319855	4.9894750235098624e-08
NC_000913.3	3801727	3802061	-	NC_000913.3	1622817	1622856	-	58	370	193180	4858980	3.942840593984605	2.4557173432965873e-09
NC_000913.3	3804734	3805071	-	NC_000913.3	4106363	4106387	+	38	547	56713	4995290	6.118914083293955	2.856279294981591e-10
NC_000913.3	3827709	3828197	-	NC_000913.3	2167146	2167201	+	44	47	459965	4592532	9.347214808897347	7.07802375731486e-15
NC_000913.3	3919408	3919634	-	NC_000913.3	2976102	2976154	-	24	324	19700	5032540	18.922880240646737	5.828358863260062e-15
NC_000913.3	3935928	3935986	+	NC_000913.3	2814846	2814878	+	18	213	33662	5018695	12.599223766339945	8.647128767056397e-07
NC_000913.3	3965652	3965694	+	NC_000913.3	1141042	1141064	+	18	77	147798	4904695	7.757561522632768	0.005634853254175299
NC_000913.3	3968240	3968597	+	NC_000913.3	2167140	2167200	+	64	143	456301	4596080	4.507960432142058	1.0531606243307795e-11
NC_000913.3	3976501	3976573	+	NC_000913.3	3350678	3350697	+	18	26	291998	4760546	11.286935579643064	0.00022007277343235503
NC_000913.3	4024713	4024755	+	NC_000913.3	2167192	2167200	+	18	10	456347	4596213	18.1291504052837	1.5302978417432733e-05
NC_000913.3	4032711	4032812	+	NC_000913.3	1622818	1622860	-	22	53	193216	4859297	10.439439172973682	8.387300583854413e-07
NC_000913.3	4042637	4042695	+	NC_000913.3	3350678	3350697	+	18	33	291998	4760539	8.89272404730045	0.004029542381572322
NC_000913.3	4049898	4049946	+	NC_000913.3	1719785	1719874	+	25	9333	266	5042964	50.783540335892766	4.664905794199498e-26
NC_000913.3	4049923	4049963	+	NC_000913.3	762802	763080	+	35	6575	1173	5044805	22.893840822822764	1.9631902546148462e-27
NC_000913.3	4105917	4106343	+	NC_000913.3	2002331	2002591	-	50	10719	7812	5034007	3.0058500663531222	0.000658606922742641
NC_000913.3	4106329	4106345	+	NC_000913.3	107726	107796	+	18	10320	132	5042118	66.62418076109937	4.282488460003946e-19
NC_000913.3	4175901	4175930	+	NC_000913.3	887976	888033	-	20	515	7974	5044079	24.565658779382506	8.200606959828039e-14
NC_000913.3	4175888	4175926	+	NC_000913.3	4148364	4148447	-	22	920	84	5051562	1438.0740683229815	3.773917865629253e-53
NC_000913.3	4177112	4177146	+	NC_000913.3	2814826	2814877	+	18	114	33662	5018794	23.541119300538792	3.9954953577453006e-11
NC_000913.3	4180909	4181194	+	NC_000913.3	1977208	1977631	-	28	777	17607	5034176	10.303387729184287	9.499279436739886e-12
NC_000913.3	4184015	4184186	+	NC_000913.3	1409204	1409249	+	34	472	103304	4948778	3.4507838146290624	0.04999412749712995
NC_000913.3	4231043	4231299	-	NC_000913.3	507230	507288	+	40	25	826205	4226318	8.18454112478138	5.296313492753272e-09
NC_000913.3	4274202	4274667	+	NC_000913.3	2167147	2167200	+	64	172	456301	4596051	3.7478736878242804	4.678452977262804e-09
NC_000913.3	4287822	4287873	+	NC_000913.3	1770469	1770477	+	18	541	10156	5041873	16.51750510884181	6.241821173370552e-09
NC_000913.3	4342022	4342283	+	NC_000913.3	1622818	1622866	-	36	226	193202	4859124	4.006271944453936	0.0008090660707789081
NC_000913.3	4425205	4425698	+	NC_000913.3	1770410	1770477	+	54	10519	10120	5031895	2.5525271041634805	0.03371280549680923
NC_000913.3	4454050	4454500	+	NC_000913.3	2167176	2167200	+	31	63	456334	4596160	4.956024621620435	0.001611886239423363
NC_000913.3	4462633	4462766	-	NC_000913.3	1409167	1409199	+	24	236	10691	5041637	47.957052423311865	3.610333052448069e-24
NC_000913.3	4465917	4465991	-	NC_000913.3	2976102	2976323	-	31	822	31085	5020650	6.091145188199533	1.9671809800375668e-07
NC_000913.3	4560816	4560896	-	NC_000913.3	1405657	1405680	-	18	19	83421	4969130	56.431795856022624	1.9425233197097627e-15
NC_000913.3	4640238	4640593	-	NC_000913.3	2001585	2001929	-	42	872	45383	5006291	5.313194256750951	5.863915553248996e-10
NC_000913.3	2913	2963	+	NC_000913.3	3350618	3350697	+	17	35	291999	4760537	7.918728586643888	0.049374154284126295
NC_000913.3	18806	18894	+	NC_000913.3	2167149	2167200	+	17	19	456348	4596204	9.01152859798132	0.01335561934541226
NC_000913.3	63044	63093	-	NC_000913.3	2001913	2001929	-	17	95	44069	5008407	20.33722690852025	4.2852774920223334e-09
NC_000913.3	79434	79841	-	NC_000913.3	2167175	2167200	+	28	16	456337	4596207	17.625926124771823	9.975235809537913e-12
NC_000913.3	90682	90900	+	NC_000913.3	4049915	4050007	+	52	622	27442	5024472	15.30691354651295	2.2458624585419837e-34
NC_000913.3	149609	149631	-	NC_000913.3	765087	765149	+	20	145	55815	4996608	12.34770779082375	7.844376925906151e-08
NC_000913.3	189861	189888	+	NC_000913.3	3933350	3933641	+	34	288	1446	5050820	412.36332027047797	8.548807054659483e-68
NC_000913.3	240319	240400	+	NC_000913.3	4106367	4106387	+	17	96	56734	4995741	15.593162279232912	2.914689672185145e-07
NC_000913.3	273976	274299	-	NC_000913.3	575762	576193	-	62	2377	803	5049346	164.01444310382132	5.796680788626284e-104
NC_000913.3	295405	295514	+	NC_000913.3	1405657	1405683	-	23	66	83416	4969083	20.759208501530118	7.455648940450044e-14
NC_000913.3	376749	376800	+	NC_000913.3	3845731	3845750	-	17	120	36058	5016393	19.708682539242332	5.41079081202569e-09
NC_000913.3	401945	401961	+	NC_000913.3	4106368	4106387	+	17	40	56734	4995797	37.42400897169246	1.1673916189334352e-12
NC_000913.3	507204	507255	+	NC_000913.3	1708263	1708272	-	17	92263	111	4960197	8.233742787583438	0.004465347134839627
NC_000913.3	507204	507249	+	NC_000913.3	3104092	3104150	+	23	92257	194	4960114	6.374093592652261	0.00038436877906224376
NC_000913.3	578880	578920	-	NC_000913.3	3333122	3333182	-	19	7817	233	5044519	52.62320923748779	8.966077741613859e-19
NC_000913.3	644270	644496	-	NC_000913.3	2942729	2942882	+	44	108	398281	4654155	4.7608026047494665	3.3430159769574184e-07
NC_000913.3	686416	686799	-	NC_000913.3	687409	687832	-	40	13349	1649	5037550	9.153980276934456	1.9947252128125125e-17
NC_000913.3	717005	717067	-	NC_000913.3	3350673	3350697	+	17	4	291999	4760568	69.28932633330936	7.6219245143731e-11
NC_000913.3	760113	760200	+	NC_000913.3	2001912	2002157	-	22	177	53979	4998410	11.509499980270629	1.2493827923447987e-08
NC_000913.3	764874	765101	+	NC_000913.3	427612	427865	+	44	49673	412	5002459	10.755202910530011	7.016231368476328e-22
NC_000913.3	777766	777797	+	NC_000913.3	1405658	1405723	-	18	98	86120	4966352	10.592047167218025	3.0103877705613734e-05
NC_000913.3	805000	805244	-	NC_000913.3	2942732	2942900	+	33	68	398292	4654195	5.670848161354868	1.3768133074189993e-05
NC_000913.3	866511	866671	+	NC_000913.3	765132	765149	+	20	40	48645	5003883	51.432654949121186	2.428383160696989e-18
NC_000913.3	922359	922776	+	NC_000913.3	2942815	2942901	+	41	76	392169	4660302	6.410782824429479	8.774589232952156e-10
NC_000913.3	953719	953745	-	NC_000913.3	4027234	4027236	-	17	576	4897	5047098	30.418519416649648	1.970354417246884e-12
NC_000913.3	968204	968269	+	NC_000913.3	4106379	4106387	+	17	13	56734	4995824	115.15141917341657	1.334766507674196e-18
NC_000913.3	984406	984586	-	NC_000913.3	2942769	2942901	+	32	39	441109	4611408	8.577742427870174	1.1706344684524473e-08
NC_000913.3	986304	986381	-	NC_000913.3	4027234	4027251	-	17	1505	4897	5046169	11.639762224753511	8.848030452820017e-06
NC_000913.3	1006215	1006549	+	NC_000913.3	1405658	1405703	-	32	146	86106	4966304	12.64145339815309	8.148852747407639e-16
NC_000913.3	1014694	1015100	+	NC_000913.3	4106358	4106387	+	32	598	56719	4995239	4.712772778034246	6.910095958271366e-05
NC_000913.3	1019706	1019867	-	NC_000913.3	2187297	2187316	-	27	3631	613	5048317	61.23837509429181	5.312238165593557e-31
NC_000913.3	1065904	1065984	+	NC_000913.3	3350662	3350698	+	17	28	291999	4760544	9.898425288149225	0.0036671592914069477
NC_000913.3	1099644	1099770	+	NC_000913.3	2001912	2002021	-	25	68	49586	5002909	37.09322751203494	1.7691541460190867e-21
NC_000913.3	1133102	1133300	+	NC_000913.3	1770456	1770478	+	24	2246	10150	5040168	5.306161451776338	0.0013652998163285154
NC_000913.3	1147205	1147260	+	NC_000913.3	1670950	1670981	-	17	810	144	5051617	736.2610510973936	2.465408569485287e-35
NC_000913.3	1148203	1148243	+	NC_000913.3	1405658	1405679	-	17	27	83422	4969122	37.50457246822714	4.0337672054982426e-12
NC_000913.3	1149507	1149792	+	NC_000913.3	4106363	4106387	+	30	622	56721	4995215	4.247576179699688	0.0034020976072673985
NC_000913.3	1238439	1238868	+	NC_000913.3	1770456	1770477	+	26	298	10148	5042116	43.3500355807869	1.2900724597146233e-25
NC_000913.3	1267513	1267598	+	NC_000913.3	2942869	2942901	+	25	45	392185	4660333	6.6016647472210535	0.0006292439939406309
NC_000913.3	1273622	1273736	-	NC_000913.3	4106365	4106387	+	20	38	56731	4995799	46.34799130522716	2.2254945407915048e-17
NC_000913.3	1362164	1362263	+	NC_000913.3	3350653	3350697	+	19	9	291997	4760563	34.41842705385481	2.2126929650528455e-10
NC_000913.3	1389672	1389830	+	NC_000913.3	3350665	3350697	+	27	33	291989	4760539	13.33949722265378	8.808424781708176e-11
NC_000913.3	1409128	1409195	+	NC_000913.3	2552281	2552491	+	28	36119	322	5016119	12.076310553159423	2.980655664635388e-13
NC_000913.3	1409128	1409188	+	NC_000913.3	1547408	1547699	+	37	36110	217	5016224	23.68598356021731	7.014109683677511e-29
NC_000913.3	1409128	1409150	+	NC_000913.3	3050939	3051090	+	24	36123	19	5016422	175.41547082555655	4.009783066654426e-33
NC_000913.3	1498905	1498996	+	NC_000913.3	1622818	1622850	-	17	24	193221	4859326	17.813915585434984	8.949529750457576e-07
NC_000913.3	1622852	1622915	-	NC_000913.3	1975129	1975300	-	34	32977	559	5019018	9.257094946046584	6.473350991201726e-14
NC_000913.3	1622857	1622894	-	NC_000913.3	1224507	1224900	-	31	14677	386	5037494	27.564596328328733	9.172788164521892e-26
NC_000913.3	1799572	1799849	-	NC_000913.3	2560301	2560346	-	23	2214	197	5050154	266.3106993337277	9.389199384776353e-40
NC_000913.3	1866101	1866505	-	NC_000913.3	1141022	1141063	+	61	528	147755	4904244	3.8346505732770155	7.569703165946589e-10
NC_000913.3	1924643	1924700	-	NC_000913.3	2942901	2942902	+	17	255	42799	5009517	7.803168298324727	0.005689604021924773
NC_000913.3	1976006	1976156	-	NC_000913.3	1977007	1977200	-	37	1171	739	5050641	215.94685850775795	1.3436019537268795e-64
NC_000913.3	1977257	1977302	-	NC_000913.3	4425101	4425593	+	53	3753	3581	5045201	19.89626044672965	2.1935753775551917e-41
NC_000913.3	1991256	1991648	-	NC_000913.3	4106321	4106387	+	46	519	56705	4995318	7.80786435017862	1.2986749996489228e-17
NC_000913.3	2001950	2001974	-	NC_000913.3	3452588	3452984	-	29	2617	4777	5045165	11.703463585584633	6.127100968370305e-14
NC_000913.3	2003203	2003676	-	NC_000913.3	138722	138728	+	46	91194	369	4960979	6.78160653725317	5.828650696092319e-15
NC_000913.3	2111528	2111551	-	NC_000913.3	4106356	4106387	+	17	71	56734	4995766	21.08381788598833	3.4397453216868207e-09
NC_000913.3	2153311	2153381	+	NC_000913.3	638948	638963	+	17	174	206	5052191	2396.140135029573	7.003990952046835e-44
NC_000913.3	2174702	2175194	-	NC_000913.3	2176008	2176499	-	212	8812	4513	5039051	26.862398825846228	2.1952864709244514e-206
NC_000913.3	2174902	2175378	-	NC_000913.3	2177107	2177196	-	54	9003	2798	5040733	10.805689740303388	1.0946292561102596e-29
NC_000913.3	2232031	2232086	+	NC_000913.3	2167192	2167200	+	17	5	456348	4596218	34.243912978691704	5.320708713497584e-07
NC_000913.3	2280421	2280544	-	NC_000913.3	1770459	1770477	+	25	474	10149	5041940	26.20209926940901	2.727802068895021e-19
NC_000913.3	2287813	2287860	-	NC_000913.3	2167180	2167200	+	17	7	456348	4596216	24.459927198416246	5.852557334261638e-06
NC_000913.3	2296501	2296836	-	NC_000913.3	4106355	4106387	+	27	70	56724	4995767	33.970430505606096	1.4036336009103185e-22
NC_000913.3	2312739	2312829	-	NC_000913.3	3385544	3385851	+	28	8197	707	5043656	24.36851927232494	1.6619972153635286e-21
NC_000913.3	2321422	2321446	+	NC_000913.3	2167166	2167200	+	17	15	456348	4596208	11.414612824715642	0.004698830126908222
NC_000913.3	2349932	2350392	-	NC_000913.3	2351907	2352391	-	160	3094	13840	5035494	18.815062530125434	2.3753986215704363e-131
NC_000913.3	2372264	2372290	+	NC_000913.3	1622817	1622874	-	17	10	193221	4859340	42.75352058006117	8.327437318954948e-11
NC_000913.3	2403520	2403585	-	NC_000913.3	2001912	2002339	-	20	264	60527	4991777	6.247871598500244	0.00781386157567983
NC_000913.3	2404843	2405197	-	NC_000913.3	16149	16179	-	20	12018	1011	5039539	8.295402264226476	3.8893051505116756e-05
NC_000913.3	2409904	2409997	-	NC_000913.3	4106363	4106388	+	17	57	56734	4995780	26.26237306878081	1.6008071649804253e-10
NC_000913.3	2416817	2416872	+	NC_000913.3	1405658	1405701	-	18	30	86120	4966420	34.601161170459825	1.180147406184599e-12
NC_000913.3	2439160	2439189	-	NC_000913.3	2167192	2167200	+	17	4	456348	4596219	42.804900536432726	1.3218792956930133e-07
NC_000913.3	2531337	2531627	-	NC_000913.3	2942839	2942901	+	32	55	392178	4660323	6.913852012467437	4.6264196464962683e-07
NC_000913.3	2560305	2560371	+	NC_000913.3	2167144	2167200	+	17	16	456348	4596207	10.701197194903889	0.008868452774259915
NC_000913.3	2638248	2638454	-	NC_000913.3	4106362	4106387	+	28	159	56723	4995678	15.509441280183507	1.293465789303351e-15
NC_000913.3	2656119	2656267	-	NC_000913.3	4106379	4106387	+	26	202	56725	4995635	11.33543454830278	4.6243155818536025e-11
NC_000913.3	2737325	2737475	+	NC_000913.3	1279434	1279498	+	27	7204	4572	5040785	4.132206462289105	0.03422133143965302
NC_000913.3	2744614	2744713	-	NC_000913.3	2745622	2745699	-	19	959	48	5051562	2085.064259645464	3.3560368189673155e-48
NC_000913.3	2774908	2774941	+	NC_000913.3	2167161	2167201	+	18	9	459991	4592570	19.96808633212389	6.84897793128067e-06
NC_000913.3	2800419	2800484	-	NC_000913.3	3350680	3350697	+	17	5	291999	4760567	55.431449422772	3.1707315871617426e-10
NC_000913.3	2809701	2809789	+	NC_000913.3	2976102	2976344	-	27	529	31089	5020943	8.243025253250304	9.963283949924814e-09
NC_000913.3	2814801	2814819	+	NC_000913.3	3444702	3444887	-	23	13986	666	5037913	12.439724044078398	2.330259039671618e-10
NC_000913.3	2814801	2814814	+	NC_000913.3	3600907	3601370	-	27	13982	220	5038359	44.22429259697533	7.377090125542071e-27
NC_000913.3	2814801	2814830	+	NC_000913.3	4246346	4246416	-	19	13990	392	5038187	17.455170785254772	4.0437432464614403e-10
NC_000913.3	2814800	2814819	+	NC_000913.3	2101396	2101669	-	38	14009	693	5037848	19.719154363454457	9.442324956493732e-28
NC_000913.3	2814801	2814825	+	NC_000913.3	2111001	2111054	-	17	13992	89	5038490	68.7827474447678	9.221676860801264e-18
NC_000913.3	2814801	2814854	+	NC_000913.3	1646440	1646690	+	37	13972	3868	5034711	3.4469201921348978	0.006064588082437903
NC_000913.3	2816503	2816589	-	NC_000913.3	3845732	3845739	-	17	57	36058	5016456	41.49248433080038	9.016953247653057e-14
NC_000913.3	2942696	2942797	+	NC_000913.3	710302	710387	-	30	142264	123	4910171	8.418171026590207	1.1501385146655436e-09
NC_000913.3	2942696	2943000	+	NC_000913.3	1301406	1301898	+	152	223662	1115	4827659	2.942477175581203	8.131751119157619e-21
NC_000913.3	2942696	2942775	+	NC_000913.3	3674787	3675088	+	35	142259	35	4910259	34.516332885792814	4.125519593684252e-28
NC_000913.3	2942695	2942784	+	NC_000913.3	3552403	3552464	-	33	142261	123	4910171	9.26018340388098	2.8879713697924964e-12
NC_000913.3	2942695	2942857	+	NC_000913.3	3315808	3316193	-	85	223534	366	4828603	5.0166725043380405	2.973607816359792e-22
NC_000913.3	2942696	2942860	+	NC_000913.3	103830	104196	+	68	223551	229	4828740	6.4140248059218985	7.613667479498341e-22
NC_000913.3	2942696	2942857	+	NC_000913.3	494106	494390	+	71	223548	426	4828543	3.599930067218972	1.277602047470382e-10
NC_000913.3	2942707	2942860	+	NC_000913.3	4153013	4153164	-	41	158026	112	4894409	11.338028518363163	3.408702632907878e-19
NC_000913.3	2942701	2942858	+	NC_000913.3	2494967	2495074	-	34	158033	150	4894371	7.019994304986933	1.6040619532226609e-09
NC_000913.3	2942823	2942858	+	NC_000913.3	1965562	1965795	-	42	81283	611	4970652	4.203603207826173	1.703525091793783e-06
NC_000913.3	2967948	2967979	-	NC_000913.3	77487	77594	+	18	216	7933	5044421	52.989842010168495	1.5672221760401503e-17
NC_000913.3	2976149	2976385	-	NC_000913.3	932806	932886	+	26	15459	121	5036982	70.01272467454568	2.8593346861833537e-30
NC_000913.3	2976137	2976386	-	NC_000913.3	1991745	1991914	-	34	15451	2044	5035059	5.420582977992039	2.239034661433487e-07
NC_000913.3	2986127	2986228	+	NC_000913.3	2167158	2167200	+	23	22	456342	4596201	10.529644931373241	9.656815668633673e-06
NC_000913.3	3049211	3049605	-	NC_000913.3	3101637	3101682	-	26	14359	248	5037955	36.78339032055876	1.0091820181337734e-23
NC_000913.3	3070434	3070498	-	NC_000913.3	4056427	4056585	-	24	183	20538	5031843	32.1313582659253	5.644505199203132e-20
NC_000913.3	3091518	3091987	+	NC_000913.3	1409177	1409250	+	41	363	114012	4938172	4.8920724501572455	4.6467413841859413e-08
NC_000913.3	3128202	3128356	+	NC_000913.3	4049880	4050008	+	25	28	27626	5024909	162.40229830077257	3.9153569548217853e-35
NC_000913.3	3212648	3212795	+	NC_000913.3	2942772	2942901	+	23	28	441118	4611419	8.587161080319941	0.00013450475403022012
NC_000913.3	3255114	3255274	+	NC_000913.3	2942746	2942902	+	40	62	441101	4611385	6.744684543390728	1.1839541475472305e-09
NC_000913.3	3267103	3267156	-	NC_000913.3	507266	507287	+	17	2	826228	4226341	43.47940096438271	3.1027893937734776e-05
NC_000913.3	3277226	3277283	+	NC_000913.3	1622818	1622833	-	17	23	193221	4859327	18.588437479678035	5.434485663709609e-07
NC_000913.3	3296439	3296898	+	NC_000913.3	2167139	2167200	+	39	86	456326	4596137	4.567556277850729	4.727298709205496e-05
NC_000913.3	3315104	3315599	-	NC_000913.3	3313701	3314194	-	128	7172	391	5044897	230.27417507413742	3.1431034382195856e-233
NC_000913.3	3324205	3324325	-	NC_000913.3	3845731	3845879	-	22	287	36505	5015774	10.532376883124693	4.798782132477667e-08
NC_000913.3	3327348	3327599	-	NC_000913.3	1770458	1770477	+	33	106	10141	5042308	154.79490504639304	1.4272090013589524e-50
NC_000913.3	3350577	3350663	+	NC_000913.3	1923099	1923289	+	35	74135	316	4978102	7.437405502961156	2.6541054450961497e-11
